item[id],attached_item[item_id],attached_item[type]
v5_enterprise_600,v5_productivity_plus_enterprise_1000,optional
v5_enterprise_600,v5_recruiting_l_enterprise_50_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_250_tax19,optional
v5_enterprise_600,v5_recruiting_l_enterprise_200,optional
v5_enterprise_600,v5_automation_plus_enterprise_700_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_250,optional
v5_enterprise_600,v5_esignature_enterprise_250,optional
v5_enterprise_600,v5_recruiting_s_enterprise_100_tax19,optional
v5_enterprise_600,v5_recruiting_s_enterprise_700,optional
v5_enterprise_600,v5_productivity_plus_enterprise_1200_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_1400_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_300_tax19,optional
v5_enterprise_600,v5_recruiting_s_enterprise_100,optional
v5_enterprise_600,v5_recruiting_m_enterprise_75,optional
v5_enterprise_600,v5_recruiting_l_enterprise_250,optional
v5_enterprise_600,v5_recruiting_m_enterprise_250_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_300,optional
v5_enterprise_600,v5_recruiting_s_enterprise_800,optional
v5_enterprise_600,v5_recruiting_s_enterprise_150_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_500,optional
v5_enterprise_600,v5_automation_plus_enterprise_1800,optional
v5_enterprise_600,v5_recruiting_s_enterprise_150,optional
v5_enterprise_600,v5_automation_plus_enterprise_400_tax19,optional
v5_enterprise_600,v5_recruiting_s_enterprise_900,optional
v5_enterprise_600,v5_automation_plus_enterprise_1000_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_400,optional
v5_enterprise_600,v5_productivity_plus_enterprise_400_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_100_tax19,optional
v5_enterprise_600,v5_recruiting_l_enterprise_300_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_2000,optional
v5_enterprise_600,v5_customization_plus_enterprise_2000,optional
v5_enterprise_600,v5_recruiting_m_enterprise_100,optional
v5_enterprise_600,v5_recruiting_s_enterprise_250_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_500,optional
v5_enterprise_600,v5_recruiting_s_enterprise_250,optional
v5_enterprise_600,v5_automation_plus_enterprise_1200_tax19,optional
v5_enterprise_600,v5_recruiting_l_enterprise_400,optional
v5_enterprise_600,v5_customization_plus_enterprise_500,optional
v5_enterprise_600,v5_recruiting_m_enterprise_700_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_800_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_500,optional
v5_enterprise_600,v5_recruiting_s_enterprise_1400,optional
v5_enterprise_600,v5_recruiting_s_enterprise_300_tax19,optional
v5_enterprise_600,v5_recruiting_s_enterprise_300,optional
v5_enterprise_600,v5_recruiting_l_enterprise_500,optional
v5_enterprise_600,v5_customization_plus_enterprise_600,optional
v5_enterprise_600,v5_automation_plus_enterprise_600,optional
v5_enterprise_600,v5_productivity_plus_enterprise_1600_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_1000_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_600,optional
v5_enterprise_600,v5_recruiting_m_enterprise_900,optional
v5_enterprise_600,v5_recruiting_m_enterprise_200_tax19,optional
v5_enterprise_600,v5_recruiting_l_enterprise_600,optional
v5_enterprise_600,v5_recruiting_m_enterprise_200,optional
v5_enterprise_600,v5_customization_plus_enterprise_700,optional
v5_enterprise_600,v5_recruiting_l_enterprise_300,optional
v5_enterprise_600,v5_productivity_plus_enterprise_700,optional
v5_enterprise_600,v5_recruiting_l_enterprise_700,optional
v5_enterprise_600,v5_automation_plus_enterprise_700,optional
v5_enterprise_600,v5_recruiting_l_enterprise_800,optional
v5_enterprise_600,v5_productivity_plus_enterprise_800_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_800,optional
v5_enterprise_600,v5_recruiting_l_enterprise_150_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_700,optional
v5_enterprise_600,v5_recruiting_l_enterprise_150,optional
v5_enterprise_600,v5_recruiting_m_enterprise_250,optional
v5_enterprise_600,v5_customization_plus_enterprise_900,optional
v5_enterprise_600,v5_productivity_plus_enterprise_900,optional
v5_enterprise_600,v5_automation_plus_enterprise_3500,optional
v5_enterprise_600,v5_customization_plus_enterprise_1000_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_1000_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_1000,optional
v5_enterprise_600,v5_recruiting_s_enterprise_600,optional
v5_enterprise_600,v5_recruiting_l_enterprise_200_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_1400_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_400_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_1600_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_400,optional
v5_enterprise_600,v5_customization_plus_enterprise_1400_tax19,optional
v5_enterprise_600,v5_recruiting_l_enterprise_250_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_1600_tax19,optional
v5_enterprise_600,v5_customization_plus_enterprise_1600_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_500_tax19,optional
v5_enterprise_600,v5_productivity_plus_enterprise_1800,optional
v5_enterprise_600,v5_customization_plus_enterprise_1800,optional
v5_enterprise_600,v5_recruiting_m_enterprise_600_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_600,optional
v5_enterprise_600,v5_automation_plus_enterprise_2000,optional
v5_enterprise_600,v5_recruiting_s_enterprise_1000,optional
v5_enterprise_600,v5_recruiting_l_enterprise_400_tax19,optional
v5_enterprise_600,v5_automation_plus_enterprise_2500,optional
v5_enterprise_600,v5_customization_plus_enterprise_2500,optional
v5_enterprise_600,v5_productivity_plus_enterprise_2500,optional
v5_enterprise_600,v5_recruiting_m_enterprise_800,optional
v5_enterprise_600,v5_recruiting_l_enterprise_500_tax19,optional
v5_enterprise_600,v5_customization_plus_enterprise_3500,optional
v5_enterprise_600,v5_productivity_plus_enterprise_3500,optional
v5_enterprise_600,v5_recruiting_l_enterprise_600_tax19,optional
v5_enterprise_600,v5_recruiting_m_enterprise_1000,optional
v5_enterprise_600,v5_recruiting_l_enterprise_700_tax19,optional
v5_enterprise_600,v5_recruiting_l_enterprise_900,optional
v5_enterprise_600,v5_recruiting_l_enterprise_1000_tax19,optional
v5_enterprise_600,v5_recruiting_l_enterprise_1000,optional
v5_enterprise_600,v5_recruiting_l_enterprise_2500,optional
v5_enterprise_600,v5_recruiting_l_enterprise_1200,optional
v5_recruiting_m_150,v5_datev_integration_enterprise_addon,optional
v5_recruiting_m_150,v5.2_datev_lodas_integration_startup,optional
v5_recruiting_m_150,v5.2_datev_lug_integration_startup,optional
v5_recruiting_m_150,v5.2_productivity_plus_startup,optional
v5_recruiting_m_150,v5.2_customization_plus_startup,optional
v5_recruiting_m_150,v5.2_automation_plus_startup,optional
v5_recruiting_m_150,v5_datev_lodas_integration_startup,optional
v5_recruiting_m_150,v5_datev_lug_integration_startup,optional
v5_recruiting_m_150,v5_employee_performance_development_,optional
v5_recruiting_m_150,v5_productivity_plus_startup,optional
v5_recruiting_m_150,v5_customization_plus_startup,optional
v5_recruiting_m_150,v5_automation_plus_startup,optional
v5_recruiting_m_150,v5.1_premium_support,optional
v5_recruiting_m_150,v5_premium_support_addon,optional
v5_recruiting_m_150,v5_compensation_management,optional
v5_recruiting_m_150,v5.0_whistleblowing_startup,optional
v5_recruiting_m_150,v5_recruiting_l_trial,optional
v5_recruiting_m_150,v5_surveys_trial,optional
v5_recruiting_m_150,v5_whistleblowing_nonprofit,optional
v5_recruiting_m_150,v5_recruiting_m_trial,optional
v5_recruiting_m_150,v5.0_whistleblowing_nonprofit,optional
v5_recruiting_m_150,v5_compensation_management_trial,optional
v5_recruiting_m_150,v5_whistleblowing_startup,optional
v5_recruiting_m_150,v5_recruiting_m_enterprise,optional
v5_recruiting_m_150,v5_datev_lug_integration_enterprise,optional
v5_recruiting_m_150,v5_recruiting_s_startup_addon,optional
v5_recruiting_m_150,v5.3_employee_performance_development,optional
v5_recruiting_m_150,v5_recruiting_l_nonprofit_addon,optional
v5_recruiting_m_150,v5_datev_lug_integration,optional
v5_recruiting_m_150,v5.0_whistleblowing,optional
v5_recruiting_m_150,v5.2_recruiting_l,optional
v5_recruiting_m_150,v5_compensation_management_nonprofit,optional
v5_recruiting_m_150,v5.3_customization_plus_nonprofit,optional
v5_recruiting_m_150,v5_conversations_standard_nonprofit,optional
v5_recruiting_m_150,v5_surveys_startup,optional
v5_recruiting_m_150,v5.3_employee_performance_development_promotion,optional
v5_recruiting_m_150,v5_recruiting_s_nonprofit_addon,optional
v5_recruiting_m_150,v5_trial_professional,optional
v5_recruiting_m_150,v5_compensation_management_startup,optional
v5_recruiting_m_150,v5_recruiting_l_tax19,optional
v5_recruiting_m_150,v5_surveys,optional
v5_recruiting_m_150,v5_recruiting_l_enterprise,optional
v5_recruiting_m_150,v5_datev_lodas_integration_enterprise,optional
v5_recruiting_m_150,v5_recruiting_m_startup_addon,optional
v5_recruiting_m_150,v5_whistleblower,optional
v5_recruiting_m_150,V5_datev_integration_enterprise_Stairstep_Pricing_16,optional
v5_recruiting_m_150,v5_employee_performance_development_promotion,optional
v5_recruiting_m_150,v5_recruiting_s_enterprise,optional
v5_recruiting_m_150,v5.3_productivity_plus_nonprofit,optional
v5_recruiting_m_150,v5_whistleblowing,optional
v5_recruiting_m_150,v5_electronic_signature_enterprise,optional
v5_recruiting_m_150,v5_conversations_premium_nonprofit,optional
v5_recruiting_m_150,v5_surveys_nonprofit,optional
v5_recruiting_m_150,v5_recruiting_l_startup_addon,optional
v5_recruiting_m_150,v5.2_employee_performance_development_nonprofit,optional
v5_recruiting_m_150,v5_recruiting_m_nonprofit_addon,optional
v5_recruiting_m_150,v5.2_employee_performance_development_promotion,optional
v5_recruiting_m_150,v5_automation_plus_nonprofit,optional
v5_recruiting_m_150,v5_trial_enterprise,optional
v5_recruiting_m_150,v5_automation_plus_tax19,optional
v5_recruiting_m_150,V5_datev_integration_enterprise_Stairstep_Pricing,optional
v5_recruiting_m_150,v5.2_electronic_signature,optional
v5_recruiting_m_150,v5.2_recruiting_s_startup,optional
v5_recruiting_m_150,v5_electronic_signature_startup,optional
v5_recruiting_m_150,v5.2_employee_performance_development,optional
v5_recruiting_m_150,v5_customization_plus_nonprofit,optional
v5_recruiting_m_150,v5_electronic_signature,optional
v5_recruiting_m_150,v5_employee_performance_development,optional
v5_recruiting_m_150,v5_customization_plus_enterprise,optional
v5_recruiting_m_150,v5_electronic_signature_tax19,optional
v5_recruiting_m_150,v5.2_recruiting_l_startup,optional
v5_recruiting_m_150,v5_recruiting_s_trial,optional
v5_recruiting_m_150,v5_whistleblowing_trial,optional
v5_recruiting_m_150,v5_employee_performance_development_enterprise,optional
v5_recruiting_m_150,v5_automation_plus_enterprise,optional
v5_recruiting_m_150,v5.2_datev_lug_integration_enterprise,optional
v5_recruiting_m_150,v5.2_electronic_signature_startup,optional
v5_recruiting_m_150,v5.3_automation_plus_nonprofit,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise,optional
v5_recruiting_m_150,v5_conversations_standard_startup,optional
v5_recruiting_m_150,v5_conversations_premium_startup,optional
v5_recruiting_m_150,v5.2_recruiting_m_startup,optional
v5_recruiting_m_150,v5_premium_support_nonprofit,optional
v5_recruiting_m_150,v5_datev_lodas_integration_nonprofit,optional
v5_recruiting_m_150,v5_conversations_standard,optional
v5_recruiting_m_150,v5_electronic_signature_nonprofit,optional
v5_recruiting_m_150,v5_datev_integration_2,optional
v5_recruiting_m_150,copy_of_v5_automation_plus,optional
v5_recruiting_m_150,v5_employee_performance_development_nonprofit,optional
v5_recruiting_m_150,v5_conversations_premium,optional
v5_recruiting_m_150,v5_productivity_plus_nonprofit,optional
v5_recruiting_m_150,v5_recruiting_m_tax19,optional
v5_recruiting_m_150,v5_recruiting_s_addon,optional
v5_recruiting_m_150,v5_datev_lug_integration_nonprofit,optional
v5_recruiting_m_150,v5_customization_plus_tax19,optional
v5_recruiting_m_150,v5_automation_plus,optional
v5_recruiting_m_150,v5_whistleblower_beta,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_1200_tax19,optional
v5_recruiting_m_150,v5_datev_integration_tax19,optional
v5_recruiting_m_150,V5_datev_integration_enterprise_16,optional
v5_recruiting_m_150,v5_conversations_premium_trial,optional
v5_recruiting_m_150,v5_premium_support_activation,optional
v5_recruiting_m_150,v5_esignature_enterprise_tax19,optional
v5_recruiting_m_150,v5_recruiting_s_tax19,optional
v5_recruiting_m_150,v5_recruiting_l_enterprise_3000,optional
v5_recruiting_m_150,v5_esignature_enterprise,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_1400,optional
v5_recruiting_m_150,v5_recruiting_m_enterprise_1400,optional
v5_recruiting_m_150,v5_lug_integration_enterprise_custom,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_1200,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_1600,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_1600,optional
v5_recruiting_m_150,v5_datev_integration,optional
v5_recruiting_m_150,v5_employee_performance_development_trial,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_25,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_25,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_50_tax19,optional
v5_recruiting_m_150,v5_recruiting_l_enterprise_1400,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_50_tax19,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_75_tax19,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_75_tax19,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_1200,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_75,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_100_tax19,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_75,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_100_tax19,optional
v5_recruiting_m_150,v5_recruiting_l_addon,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_100,optional
v5_recruiting_m_150,v5_productivity_plus_tax19,optional
v5_recruiting_m_150,test_premium_service,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_100,optional
v5_recruiting_m_150,v5_customization_plus,optional
v5_recruiting_m_150,v5_esignature_enterprise_150,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_50,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_150_tax19,optional
v5_recruiting_m_150,v5_recruiting_m_addon,optional
v5_recruiting_m_150,v5_recruiting_s_enterprise_75_tax19,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_150,optional
v5_recruiting_m_150,v5_productivity_plus,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_1500,optional
v5_recruiting_m_150,v5_recruiting_m_enterprise_50,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_75,optional
v5_recruiting_m_150,v5_premium_support_nv,optional
v5_recruiting_m_150,v5_premium_support_activate,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_200_tax19,optional
v5_recruiting_m_150,v5_recruiting_l_enterprise_50,optional
v5_recruiting_m_150,v5_conversations_standard_trial,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_250_tax19,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_200_tax19,optional
v5_recruiting_m_150,v5_datev_integration_enterprise,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_3000,optional
v5_recruiting_m_150,v5_recruiting_l_enterprise_25_tax19,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_250_tax19,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_3000,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_300_tax19,optional
v5_recruiting_m_150,v5_productivity_plus_enterprise_300_tax19,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_1400,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_250,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_3000,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_150,optional
v5_recruiting_m_150,v5_customization_plus_enterprise_300,optional
v5_recruiting_m_150,v5_recruiting_m_enterprise_1200,optional
v5_recruiting_m_150,v5_automation_plus_enterprise_1200,optional
v5_recruiting_m_150,v5_recruiting_s_enterprise_200_tax19,optional
